wid,stimulus,button_pressed,view_history,questions,responses,correct,block,delays,score,trial_time,path,state_rewards,trial_index,key_press,clicks,n_clicks,stim_i
w3f028f3,,,,,,,test,[],-32.0,10846.0,"['0', '1', '2', '3', '4', '5']","['', 1, 3, -2, 6, -40, -18, 10, 17, 24, 9, -5, -1, 1, -1, 2, -28, 4, -49, 4, 42, 29, 68, 0, 1, 2, -7, 69, 32, -8, -7, 19, 27, 4]",3,,[],0,84
w3f028f3,,,,,,,test,[],19.0,10551.0,"['0', '12', '13', '14', '15', '16']","['', -1, -2, 1, 3, 10, -18, -26, 1, -13, 33, 37, 0, -3, 1, -5, 26, 22, -34, 8, 45, 12, 20, -1, -2, 5, 2, -3, -2, 24, -2, -16, -10, -5]",4,,[],0,105
w3f028f3,,,,,,,test,[],-11.0,25283.0,"['0', '12', '13', '14', '15', '16']","['', 0, 2, -7, 2, -4, 0, -28, -10, -15, -8, 47, 0, 0, 3, -13, 23, 29, 29, -3, -40, -32, 8, 1, 3, 6, 7, 1, 8, -8, 8, 19, 7, -40]",5,,"[16, 21, 5, 9, 27, 32, 7, 10]",8,124
w3f028f3,,,,,,,test,[],49.0,13408.0,"['0', '1', '2', '3', '4', '5']","['', 0, 0, -2, -4, 64, 0, 55, -8, 24, 0, 54, 0, 4, -2, 0, -37, -1, -7, -9, -59, 29, 16, -1, 0, -3, -1, 8, 11, -16, -2, 17, -21, -18]",6,,"[6, 5, 9]",3,123
w3f028f3,,,,,,,test,[],37.0,20921.0,"['0', '23', '24', '25', '26', '27']","['', 0, 0, 0, 11, 45, -48, 4, -10, -43, 19, -27, -3, 1, 5, 16, -13, 46, -84, -8, 17, 15, 42, 1, 0, 6, 5, 55, -26, 10, -3, 26, -7, -8]",7,,"[5, 9, 27, 16, 21, 32, 29, 28, 18, 17]",10,54
w3f028f3,,,,,,,test,[],17.0,36353.0,"['0', '1', '2', '3', '8', '11']","['', -1, 1, 2, 3, -24, 1, 39, -1, 14, 53, 61, 2, 0, 0, -1, -16, -5, -45, 5, -9, 36, 34, 1, -2, -1, -6, -50, -21, -25, 9, -88, 16, -8]",8,,"[5, 9, 27, 16, 21, 32, 33, 29, 28, 31, 18, 17, 20, 22, 11]",15,55
w3f028f3,,,,,,,test,[],7.0,23945.0,"['0', '1', '2', '3', '4', '5']","['', 0, 0, 2, 6, 41, -4, -73, -1, 11, -6, -5, -2, 1, -1, -12, -28, -28, 19, 4, 48, 21, -43, -1, 2, 6, -2, 18, -48, -62, -9, -11, -17, -7]",9,,"[16, 21, 32, 27, 9, 5, 6, 7, 10, 11, 29, 33, 28, 31]",14,145
w3f028f3,,,,,,,test,[],-20.0,28233.0,"['0', '1', '2', '3', '8', '9']","['', -1, -2, 6, 13, -11, 17, 0, 0, 31, 14, 11, 0, 2, -1, 0, 7, -38, -10, -3, 3, -36, -38, 2, 2, 4, 15, 13, -3, 15, -15, -35, 24, 1]",10,,"[9, 5, 16, 17, 20, 21, 22, 18, 29, 27, 28, 31, 32, 33, 7, 10, 11, 6]",18,117
w3f028f3,,,,,,,test,[],15.0,24650.0,"['0', '12', '13', '14', '19', '20']","['', -1, 0, -1, -7, 16, -15, 52, 7, -28, -1, -7, -2, 2, 4, 7, -15, 34, -7, 7, 58, 4, -45, 0, 1, 5, -9, -6, 7, 14, 7, -30, -14, 32]",11,,"[9, 10, 5, 7, 16, 21, 32, 27, 29, 28, 31, 33, 20, 22, 18, 17, 6, 11]",18,125
w3f028f3,,,,,,,test,[],4.0,20389.0,"['0', '12', '13', '14', '19', '22']","['', -1, -4, -1, -2, -3, 42, 4, 17, 12, -35, 36, 0, -1, 1, 1, -50, -27, 37, 1, 20, 33, 57, -1, -1, -4, -5, -29, 0, -3, 5, -38, -21, 12]",12,,"[9, 5, 6, 7, 10, 11, 27, 29, 28, 31, 32, 33, 16, 17, 18, 22, 20, 21]",18,136
w3f028f3,,,,,,,test,[],-20.0,30055.0,"['0', '23', '24', '25', '30', '32']","['', 0, -2, -2, -8, -65, 26, -5, -7, -42, -18, -40, 1, -4, -4, -7, 15, 8, -5, -1, 13, -25, 15, -1, 1, -2, 9, -39, -15, -26, 8, -45, 28, 15]",13,,"[9, 5, 7, 10, 11, 6, 16, 17, 18, 22, 20, 21, 32, 31, 33, 28, 29, 27]",18,108
w3f028f3,,,,,,,test,[],-10.0,27162.0,"['0', '12', '13', '14', '15', '16']","['', 0, 2, 1, 2, 9, -23, 27, 12, 24, 28, -28, -1, -3, 5, -2, 45, -25, -14, 1, 29, 2, 7, 0, 0, -4, 1, -6, -2, 16, -5, -3, -10, 13]",14,,"[9, 5, 7, 10, 27, 16, 21, 32, 31, 33, 29, 28, 11, 6, 17, 18, 22, 20]",18,156
w3f028f3,,,,,,,test,[],41.0,20145.0,"['0', '12', '13', '14', '15', '16']","['', -2, 2, 0, 17, -42, 2, 12, 10, -14, 3, -69, -1, 1, 4, -2, 66, 56, -2, -19, -57, -25, 36, 0, -4, -1, 13, -12, -24, 66, 0, -15, 11, 1]",15,,"[11, 9, 5, 10, 7, 6, 16, 32, 27]",9,147
w3f028f3,,,,,,,test,[],-11.0,25150.0,"['0', '1', '2', '3', '4', '5']","['', 0, 2, -4, -1, 46, -20, -65, -16, -80, -68, -13, 1, -1, 1, -1, 0, -5, -6, 4, -38, 32, 29, 0, 2, -3, -4, 5, -6, -14, -5, -18, 30, -62]",16,,"[21, 20, 16, 18, 6, 5, 9, 11, 7, 10, 27, 28, 29, 33, 31, 32, 17, 22]",18,111
w3f028f3,,,,,,,test,[],-21.0,23227.0,"['0', '1', '2', '3', '4', '5']","['', -1, -1, 4, -6, 37, 17, -50, 1, -47, 30, -54, -2, -2, -3, 11, -1, 9, 34, -6, -19, -27, 25, 2, 1, -2, -4, -36, 23, -34, -2, -37, -61, -81]",17,,"[9, 5, 6, 7, 10, 11, 27, 29, 28, 31, 33, 32, 21, 20, 22, 17, 16, 18]",18,73
w3f028f3,,,,,,,test,[],65.0,20916.0,"['0', '12', '13', '14', '15', '18']","['', 0, -1, -5, 5, -19, 34, -1, 0, -35, -32, 18, 0, 0, 3, 4, -11, 93, 100, 4, -46, -29, 19, -1, 0, -8, 3, 39, -39, -11, -3, -80, -15, -18]",18,,"[5, 9, 10, 7, 16, 21, 32, 27, 29, 28, 31, 33, 18, 17]",14,96
w3f028f3,,,,,,,test,[],7.0,26931.0,"['0', '12', '13', '14', '19', '21']","['', -2, -3, 6, 5, 20, 37, -65, 12, -37, -31, 33, -1, 1, 6, -5, -19, 22, 29, 3, -51, 52, 20, -2, -2, -4, -6, 8, -23, 39, 9, 2, -34, 0]",19,,"[9, 5, 11, 6, 7, 10, 27, 29, 28, 33, 31, 32, 21, 20, 16, 18, 17, 22]",18,103
w85a5a53,,,,,,,test,[],16.0,23323.0,"['0', '23', '24', '25', '26', '27']","['', -2, -3, 2, -4, -10, -1, -63, 1, 0, -1, 11, -2, 4, -1, -11, 4, -41, 2, 4, -42, 27, 4, 0, 1, 2, 9, 28, 16, -24, 2, -18, -46, -1]",0,,"[16, 20, 22, 21, 32, 27, 5, 9]",8,58
w85a5a53,,,,,,,test,[],40.0,11017.0,"['0', '23', '24', '25', '30', '33']","['', 0, 0, 4, 4, -39, 45, 32, 1, 5, 43, 53, 1, -2, 0, 7, -27, -39, 0, 1, 12, 39, -70, 0, 0, 0, 1, 33, 18, -1, 1, 3, -4, 42]",1,,[33],1,67
w85a5a53,,,,,,,test,[],28.0,13404.0,"['0', '12', '13', '14', '19', '21']","['', 0, -3, 1, -2, -24, 51, 2, 0, -8, -13, 6, 0, 6, -4, 1, -15, -22, -21, 0, 30, 38, 22, 0, 4, 7, 14, -15, 20, 23, 5, 18, 18, -10]",2,,"[27, 5, 17, 21]",4,93
w85a5a53,,,,,,,test,[],13.0,11745.0,"['0', '23', '24', '25', '30', '32']","['', 0, 1, 7, -1, -39, -38, -21, -13, 26, -16, -10, 0, -3, -3, 5, 20, -14, 58, -10, -11, -7, -89, 2, 1, -4, 16, 19, 14, -19, 1, -49, 25, -12]",3,,"[5, 7, 20, 32]",4,97
w85a5a53,,,,,,,test,[],10.0,11240.0,"['0', '12', '13', '14', '19', '21']","['', 0, 0, -2, -4, 64, 0, 55, -8, 24, 0, 54, 0, 4, -2, 0, -37, -1, -7, -9, -59, 29, 16, -1, 0, -3, -1, 8, 11, -16, -2, 17, -21, -18]",4,,"[27, 32, 16, 21]",4,123
w85a5a53,,,,,,,test,[],50.0,17919.0,"['0', '23', '24', '25', '26', '27']","['', 0, 1, -6, -9, 23, -1, -7, -1, 16, -19, 16, -1, -1, 4, 9, -35, 27, -33, 6, -61, -36, -16, 0, 3, 4, 13, 39, -9, -9, 9, 1, -5, -43]",5,,"[16, 21, 27]",3,116
w85a5a53,,,,,,,test,[],68.0,13902.0,"['0', '1', '2', '3', '8', '11']","['', -3, 2, 1, -2, -4, -8, 14, -1, -57, -6, 72, 0, 1, -2, 1, 6, -8, 28, -7, -4, 16, -9, -1, 1, -4, -4, -27, -4, -14, -4, 22, 56, -11]",6,,[11],1,104
w85a5a53,,,,,,,test,[],-75.0,13950.0,"['0', '23', '24', '25', '30', '32']","['', 1, 0, -3, -11, 18, -61, -15, -4, -5, 19, -20, 0, -2, 0, 5, -11, 12, 3, -3, -2, -6, -63, -1, 1, -8, 9, -45, 1, 15, -5, 37, -44, 29]",7,,"[6, 11, 33, 29, 17, 20]",6,76
w85a5a53,,,,,,,test,[],23.0,11656.0,"['0', '1', '2', '3', '4', '6']","['', -1, 1, 4, -7, 8, 35, -12, -11, 2, 51, -29, 0, -2, -1, 2, 47, -23, -23, -7, -35, -49, -27, 0, 0, 5, -7, -25, -24, 6, -1, 25, -25, 29]",8,,"[32, 27, 6]",3,130
w85a5a53,,,,,,,test,[],24.0,15263.0,"['0', '12', '13', '14', '19', '21']","['', -2, 3, 1, 5, 6, -6, -11, 1, 5, 37, 11, 0, 4, -5, -11, 11, -7, -57, -2, -23, 36, -20, 1, 1, -1, 0, 14, -74, 10, -3, 58, -22, 37]",9,,"[11, 6, 21]",3,143
w85a5a53,,,,,,,test,[],1.0,12997.0,"['0', '1', '2', '3', '8', '11']","['', 0, -2, -3, 15, 0, -23, 44, -1, -21, -46, 25, -1, -1, 3, 1, -3, -7, 37, 18, -18, 18, 62, 1, -1, -2, -5, -29, -20, 8, -5, 28, 4, -13]",10,,"[32, 27, 21, 16, 6, 11]",6,99
w85a5a53,,,,,,,test,[],20.0,10505.0,"['0', '12', '13', '14', '15', '17']","['', -2, -3, 6, 5, 20, 37, -65, 12, -37, -31, 33, -1, 1, 6, -5, -19, 22, 29, 3, -51, 52, 20, -2, -2, -4, -6, 8, -23, 39, 9, 2, -34, 0]",11,,[17],1,103
w85a5a53,,,,,,,test,[],42.0,13016.0,"['0', '1', '2', '3', '4', '5']","['', 1, -3, 4, 7, 45, -19, 6, 7, 10, -14, 10, 0, 2, -3, 3, 9, 24, -2, 1, -2, 1, 0, 0, 6, -3, -9, -25, -23, 0, 11, 54, 8, -80]",12,,"[29, 33, 20, 5]",4,138
w85a5a53,,,,,,,test,[],-3.0,13468.0,"['0', '1', '2', '3', '8', '9']","['', -1, 1, 2, 3, -24, 1, 39, -1, 14, 53, 61, 2, 0, 0, -1, -16, -5, -45, 5, -9, 36, 34, 1, -2, -1, -6, -50, -21, -25, 9, -88, 16, -8]",13,,"[9, 5, 20, 17, 29, 33]",6,55
w85a5a53,,,,,,,test,[],54.0,11051.0,"['0', '12', '13', '14', '19', '21']","['', 0, 2, -2, 1, -32, -15, 37, 13, -11, -8, -24, -2, 1, 2, 5, 1, 17, 5, 10, 12, 46, 34, 0, -2, 2, 3, 61, 24, -36, -6, 31, -6, -38]",14,,[21],1,60
w85a5a53,,,,,,,test,[],25.0,11533.0,"['0', '23', '24', '25', '26', '29']","['', 0, 3, 3, 8, -15, 44, -34, 4, -30, -17, -47, -1, 1, 0, -11, 47, 11, 32, 6, -21, -62, -29, 1, -2, 3, -5, 13, -58, 37, 0, 28, 6, 26]",15,,"[20, 5, 29]",3,114
w85a5a53,,,,,,,test,[],25.0,11969.0,"['0', '12', '13', '14', '19', '21']","['', 0, 2, -4, -1, 46, -20, -65, -16, -80, -68, -13, 1, -1, 1, -1, 0, -5, -6, 4, -38, 32, 29, 0, 2, -3, -4, 5, -6, -14, -5, -18, 30, -62]",16,,"[17, 11, 33, 21]",4,111
w85a5a53,,,,,,,test,[],25.0,11206.0,"['0', '23', '24', '25', '30', '32']","['', 0, -2, -2, -8, -65, 26, -5, -7, -42, -18, -40, 1, -4, -4, -7, 15, 8, -5, -1, 13, -25, 15, -1, 1, -2, 9, -39, -15, -26, 8, -45, 28, 15]",17,,"[5, 21, 32]",3,108
w85a5a53,,,,,,,test,[],26.0,11508.0,"['0', '12', '13', '14', '15', '16']","['', -1, 1, 4, 8, -97, -52, 64, -2, -5, 37, 6, -1, 0, 8, -11, 42, -10, -9, 15, -21, 27, -12, -1, 0, 5, -1, 18, 6, 1, -3, 4, -65, -14]",18,,"[27, 32, 21, 16]",4,61
w85a5a53,,,,,,,test,[],2.0,15405.0,"['0', '1', '2', '3', '4', '5']","['', 1, 3, 3, 0, 13, 40, -4, 6, -24, 12, -41, -1, 4, 1, 9, -86, -8, -6, -4, 4, -28, 40, 1, -2, 2, 3, 52, 34, -36, -6, 32, -42, 19]",19,,"[16, 21, 29, 32, 9, 5]",6,150
w50785fe,,,,,,,test,[],43.0,8377.0,"['0', '12', '13', '14', '19', '22']","['', 1, 2, 2, 9, -14, -2, 43, 16, -53, 30, -40, 0, -1, 1, -2, 13, 21, -11, 5, -9, 22, 38, 0, 0, -7, -6, -20, -5, -45, -10, -2, 7, 32]",0,,[],0,110
w50785fe,,,,,,,test,[],-50.0,9903.0,"['0', '12', '13', '14', '15', '16']","['', 0, 0, 3, 4, -89, 19, 10, 0, -15, 27, -13, 2, 1, 9, -6, -56, 23, 27, 0, -49, -14, 20, 0, 0, -1, -7, -17, -46, 57, -4, 15, -33, 25]",1,,[],0,152
w50785fe,,,,,,,test,[],-55.0,15702.0,"['0', '23', '24', '25', '26', '29']","['', 1, -3, 5, 8, -51, -2, -40, -1, 18, -4, -44, 0, 1, 0, -8, -11, 9, -5, 17, 8, -7, 15, -1, 1, 6, -7, 10, 25, -54, 13, -33, -11, 12]",2,,[],0,85
w50785fe,,,,,,,test,[],3.0,33685.0,"['0', '23', '24', '25', '30', '31']","['', -2, -3, 6, 5, 20, 37, -65, 12, -37, -31, 33, -1, 1, 6, -5, -19, 22, 29, 3, -51, 52, 20, -2, -2, -4, -6, 8, -23, 39, 9, 2, -34, 0]",3,,[],0,103
w50785fe,,,,,,,test,[],-24.0,11569.0,"['0', '1', '2', '3', '8', '10']","['', -1, -4, -1, -2, -3, 42, 4, 17, 12, -35, 36, 0, -1, 1, 1, -50, -27, 37, 1, 20, 33, 57, -1, -1, -4, -5, -29, 0, -3, 5, -38, -21, 12]",4,,[],0,136
w50785fe,,,,,,,test,[],-2.0,9766.0,"['0', '1', '2', '3', '4', '7']","['', 0, -3, 1, -2, -24, 51, 2, 0, -8, -13, 6, 0, 6, -4, 1, -15, -22, -21, 0, 30, 38, 22, 0, 4, 7, 14, -15, 20, 23, 5, 18, 18, -10]",5,,[],0,93
w50785fe,,,,,,,test,[],-40.0,9476.0,"['0', '12', '13', '14', '19', '20']","['', 2, -1, -5, -5, -27, -15, 26, -15, -65, 62, -26, 1, -4, 3, -11, -32, -45, 17, -8, -32, 22, 50, 0, 1, 3, 13, -8, -31, 59, 11, -39, 26, 13]",6,,[],0,113
w50785fe,,,,,,,test,[],-73.0,15626.0,"['0', '1', '2', '3', '4', '6']","['', -1, 1, -9, -9, -1, -55, 2, -6, -9, -8, 6, -1, 0, -2, 4, 54, 6, 5, -9, 22, -24, -26, 1, 0, 4, 12, -17, 4, 56, 8, 23, 42, -19]",7,,[],0,137
w50785fe,,,,,,,test,[],-47.0,14153.0,"['0', '23', '24', '25', '30', '32']","['', 1, 3, 3, 0, 13, 40, -4, 6, -24, 12, -41, -1, 4, 1, 9, -86, -8, -6, -4, 4, -28, 40, 1, -2, 2, 3, 52, 34, -36, -6, 32, -42, 19]",8,,[],0,150
w50785fe,,,,,,,test,[],-6.0,22790.0,"['0', '23', '24', '25', '26', '29']","['', 1, -2, -6, 10, 10, -20, -34, -6, 39, -1, -45, 1, 1, -1, 5, -26, 31, -46, -7, -44, -13, -24, 0, 0, 2, 1, 8, 51, -9, -12, 30, 59, 6]",9,,[],0,98
w50785fe,,,,,,,test,[],-20.0,11069.0,"['0', '1', '2', '3', '4', '7']","['', 0, 3, 3, 8, -15, 44, -34, 4, -30, -17, -47, -1, 1, 0, -11, 47, 11, 32, 6, -21, -62, -29, 1, -2, 3, -5, 13, -58, 37, 0, 28, 6, 26]",10,,[],0,114
w50785fe,,,,,,,test,[],-5.0,12705.0,"['0', '12', '13', '14', '15', '17']","['', 0, 2, -4, -1, 46, -20, -65, -16, -80, -68, -13, 1, -1, 1, -1, 0, -5, -6, 4, -38, 32, 29, 0, 2, -3, -4, 5, -6, -14, -5, -18, 30, -62]",11,,[],0,111
w50785fe,,,,,,,test,[],-14.0,32621.0,"['0', '12', '13', '14', '15', '18']","['', 0, -1, -1, 8, 39, -38, -15, -6, 39, -2, 46, 0, 0, -5, 10, -12, -48, -19, -18, -1, 4, 9, 1, -1, 3, 2, -6, -66, 30, -4, 1, -41, 9]",12,,[],0,77
w50785fe,,,,,,,test,[],8.0,14913.0,"['0', '12', '13', '14', '19', '20']","['', -1, 0, -1, -2, -34, -30, -34, 2, 66, -4, -44, 1, -2, 2, -4, 3, 110, -24, -5, 12, -1, -13, -1, 1, 4, -8, -36, 59, -46, 6, 14, -35, 24]",13,,[],0,153
w50785fe,,,,,,,test,[],79.0,57309.0,"['0', '12', '13', '14', '19', '21']","['', 1, 1, -1, 6, -26, 7, 57, 12, -10, 31, -12, -1, -3, 2, 2, 32, 26, -10, 7, 60, 74, 25, 0, 1, 0, -5, 50, 24, 5, 12, 27, -40, 40]",14,,[],0,95
w50785fe,,,,,,,test,[],79.0,13043.0,"['0', '12', '13', '14', '15', '17']","['', 1, -1, 2, 14, -22, 8, -8, -9, -26, 17, -1, -2, 1, -1, 7, -21, 74, -30, 6, -34, 6, -37, 1, 0, 6, -1, -52, -27, -13, 11, 87, -4, 10]",15,,[],0,144
w50785fe,,,,,,,test,[],6.0,13461.0,"['0', '12', '13', '14', '15', '16']","['', 0, 0, 0, 11, 45, -48, 4, -10, -43, 19, -27, -3, 1, 5, 16, -13, 46, -84, -8, 17, 15, 42, 1, 0, 6, 5, 55, -26, 10, -3, 26, -7, -8]",16,,[],0,54
w50785fe,,,,,,,test,[],-35.0,9025.0,"['0', '12', '13', '14', '19', '20']","['', 0, 0, -1, 8, 31, 23, 106, -5, -12, -32, 14, -1, -5, -5, 1, 32, -50, -20, -1, -23, 17, 0, 0, -1, 6, 0, 41, -14, 19, -5, -30, -23, -1]",17,,[],0,118
w50785fe,,,,,,,test,[],57.0,11629.0,"['0', '12', '13', '14', '19', '21']","['', 0, 2, -2, 1, -32, -15, 37, 13, -11, -8, -24, -2, 1, 2, 5, 1, 17, 5, 10, 12, 46, 34, 0, -2, 2, 3, 61, 24, -36, -6, 31, -6, -38]",18,,[],0,60
w50785fe,,,,,,,test,[],-35.0,10904.0,"['0', '12', '13', '14', '19', '22']","['', 0, -6, 2, -12, 19, -31, -47, 4, -48, -14, 7, 1, 1, 0, -7, 62, -19, 58, -4, 37, 34, -33, 0, 2, 3, -2, 10, -13, -37, 8, -18, 44, 19]",19,,[],0,102
wc60c79d,,,,,,,test,[],87.0,36075.0,"['0', '23', '24', '25', '30', '31']","['', 1, -1, 2, 14, -22, 8, -8, -9, -26, 17, -1, -2, 1, -1, 7, -21, 74, -30, 6, -34, 6, -37, 1, 0, 6, -1, -52, -27, -13, 11, 87, -4, 10]",0,,"[29, 33, 20, 21, 32, 31]",6,144
wc60c79d,,,,,,,test,[],15.0,50449.0,"['0', '12', '13', '14', '19', '21']","['', 0, 2, -2, 1, -32, -15, 37, 13, -11, -8, -24, -2, 1, 2, 5, 1, 17, 5, 10, 12, 46, 34, 0, -2, 2, 3, 61, 24, -36, -6, 31, -6, -38]",1,,"[9, 17, 22, 28, 29, 33, 31, 21, 5, 6, 11, 18, 20, 16]",14,60
wc60c79d,,,,,,,test,[],9.0,33170.0,"['0', '12', '13', '14', '15', '18']","['', 0, 1, 7, -1, -39, -38, -21, -13, 26, -16, -10, 0, -3, -3, 5, 20, -14, 58, -10, -11, -7, -89, 2, 1, -4, 16, 19, 14, -19, 1, -49, 25, -12]",2,,"[29, 16, 5, 7, 9, 11, 10, 28, 31, 32, 33, 22, 20, 21, 17, 18]",16,97
wc60c79d,,,,,,,test,[],47.0,24366.0,"['0', '12', '13', '14', '15', '17']","['', 0, -1, 1, -14, 2, -15, 20, -14, -14, 53, -38, 1, 3, 0, 8, 33, 50, -12, -1, 26, -24, 2, -1, -5, 1, 14, -12, 3, -14, -6, 4, 34, 71]",3,,"[17, 22, 27, 11, 6]",5,64
wc60c79d,,,,,,,test,[],50.0,26503.0,"['0', '23', '24', '25', '26', '27']","['', -1, 2, 0, 0, 25, -13, -8, 9, -44, -28, -4, 1, 0, -5, -7, 54, 10, -20, -4, 120, 43, -52, 0, 1, -1, 9, 56, 0, 9, -1, 28, 48, 30]",4,,"[27, 5, 16, 19, 32]",5,70
wc60c79d,,,,,,,test,[],73.0,18735.0,"['0', '23', '24', '25', '26', '29']","['', 2, -1, -5, -5, -27, -15, 26, -15, -65, 62, -26, 1, -4, 3, -11, -32, -45, 17, -8, -32, 22, 50, 0, 1, 3, 13, -8, -31, 59, 11, -39, 26, 13]",5,,[29],1,113
wc60c79d,,,,,,,test,[],15.0,20574.0,"['0', '1', '2', '3', '4', '6']","['', -1, -1, 0, -9, 8, 53, 24, -2, -28, -24, 54, 0, -1, 1, 17, 4, 20, 10, -3, -37, -11, -7, 1, 2, 4, 2, 28, -24, 40, 4, -10, 16, -2]",6,,"[33, 20, 21, 16, 18, 17, 5, 7, 6]",9,75
wc60c79d,,,,,,,test,[],-13.0,38427.0,"['0', '1', '2', '3', '8', '11']","['', 0, -1, -1, 8, 39, -38, -15, -6, 39, -2, 46, 0, 0, -5, 10, -12, -48, -19, -18, -1, 4, 9, 1, -1, 3, 2, -6, -66, 30, -4, 1, -41, 9]",7,,"[33, 20, 17, 5, 9, 11, 6, 10, 7, 29, 27, 28, 31, 32, 18, 22, 21]",17,77
wc60c79d,,,,,,,test,[],41.0,22931.0,"['0', '1', '2', '3', '4', '5']","['', -1, -1, 3, 11, 47, -18, -4, -7, 33, -53, -44, -1, 1, -1, 0, 2, 7, -33, -3, 18, 9, 35, -1, 2, 6, -1, 9, 7, 17, 3, 47, 16, 28]",8,,"[5, 17, 22, 31, 11, 9]",6,57
wc60c79d,,,,,,,test,[],-8.0,79120.0,"['0', '12', '13', '14', '19', '20']","['', 0, 2, 1, 2, 9, -23, 27, 12, 24, 28, -28, -1, -3, 5, -2, 45, -25, -14, 1, 29, 2, 7, 0, 0, -4, 1, -6, -2, 16, -5, -3, -10, 13]",9,,"[29, 17, 5, 10, 33, 20, 21, 18, 6, 9, 11, 27, 28]",13,156
wc60c79d,,,,,,,test,[],1.0,23766.0,"['0', '1', '2', '3', '8', '9']","['', -1, -2, 6, 13, -11, 17, 0, 0, 31, 14, 11, 0, 2, -1, 0, 7, -38, -10, -3, 3, -36, -38, 2, 2, 4, 15, 13, -3, 15, -15, -35, 24, 1]",10,,"[11, 17, 22, 31, 27, 28, 29, 9, 5, 7, 6]",11,117
wc60c79d,,,,,,,test,[],-8.0,25671.0,"['0', '23', '24', '25', '26', '29']","['', 0, -6, -2, -8, 22, -15, -11, 11, -34, 10, -61, 0, 1, 3, -7, 10, 10, -1, 1, 15, 13, -32, -1, 5, 8, -11, 14, 20, 24, 1, -30, -6, -16]",11,,"[31, 29, 9, 28, 27, 16, 17, 18, 6, 20, 22]",11,151
wc60c79d,,,,,,,test,[],113.0,11986.0,"['0', '1', '2', '3', '4', '5']","['', 0, 3, 2, -13, 127, 21, 3, -11, 3, -15, 21, 0, 4, 1, 4, 12, -5, -6, 9, 25, -20, -36, 0, 2, 0, 14, -25, 5, -81, -5, -10, 16, 55]",12,,"[27, 5]",2,107
wc60c79d,,,,,,,test,[],55.0,13989.0,"['0', '1', '2', '3', '8', '11']","['', 0, 2, 4, 7, -3, 37, -2, 4, 33, 26, 57, 0, -3, -5, 11, -11, 12, -27, 8, -12, 47, -17, 1, 1, -3, 9, -29, -26, 23, -5, -19, -11, -32]",13,,"[21, 17, 5, 11]",4,139
wc60c79d,,,,,,,test,[],32.0,17640.0,"['0', '12', '13', '14', '19', '20']","['', 0, 0, 2, 6, 41, -4, -73, -1, 11, -6, -5, -2, 1, -1, -12, -28, -28, 19, 4, 48, 21, -43, -1, 2, 6, -2, 18, -48, -62, -9, -11, -17, -7]",14,,"[33, 17, 5, 11, 27, 20]",6,145
wc60c79d,,,,,,,test,[],40.0,20479.0,"['0', '23', '24', '25', '30', '32']","['', -1, 4, -2, 3, -37, 49, -18, -21, 87, -35, 42, 1, 1, -1, 2, 39, -10, 8, 7, 3, -14, 46, 0, 0, -3, -8, 29, 30, -69, -5, 31, 78, 69]",15,,"[21, 16, 5, 17, 18, 29, 28, 27, 31, 32]",10,154
wc60c79d,,,,,,,test,[],21.0,15212.0,"['0', '1', '2', '3', '4', '6']","['', 0, 2, -6, -8, 17, 48, 1, 2, -26, -1, -23, 0, 1, -8, 2, -26, -21, 36, 2, 30, -56, -13, 0, -1, 2, 7, -35, -31, -40, 9, -16, -3, -11]",16,,"[20, 11, 6, 29, 31]",5,141
wc60c79d,,,,,,,test,[],18.0,19371.0,"['0', '12', '13', '14', '19', '21']","['', -2, 1, 1, -6, 26, 13, 9, -3, 15, 34, -21, -1, 2, -9, -21, -58, 6, 5, 4, 2, 49, 50, 1, -2, 1, -7, -16, -33, 0, 4, 3, -38, -49]",17,,"[21, 5, 29, 18, 17, 16, 20, 31, 32]",9,74
wc60c79d,,,,,,,test,[],-20.0,39206.0,"['0', '23', '24', '25', '30', '32']","['', 0, -2, -2, -8, -65, 26, -5, -7, -42, -18, -40, 1, -4, -4, -7, 15, 8, -5, -1, 13, -25, 15, -1, 1, -2, 9, -39, -15, -26, 8, -45, 28, 15]",18,,"[33, 17, 11, 6, 27, 21, 20, 31, 32, 18, 5, 7, 10, 9, 29, 28, 16, 22]",18,108
wc60c79d,,,,,,,test,[],47.0,11887.0,"['0', '12', '13', '14', '15', '18']","['', 0, -6, 2, -12, 19, -31, -47, 4, -48, -14, 7, 1, 1, 0, -7, 62, -19, 58, -4, 37, 34, -33, 0, 2, 3, -2, 10, -13, -37, 8, -18, 44, 19]",19,,"[29, 18]",2,102
wde70d7c,,,,,,,test,[],-16.0,26191.0,"['0', '12', '13', '14', '15', '18']","['', -1, -1, 4, -6, 37, 17, -50, 1, -47, 30, -54, -2, -2, -3, 11, -1, 9, 34, -6, -19, -27, 25, 2, 1, -2, -4, -36, 23, -34, -2, -37, -61, -81]",0,,"[27, 29, 28, 33, 31, 32, 9, 10, 6, 16, 18, 17, 13, 12, 15, 22, 20, 21]",18,73
wde70d7c,,,,,,,test,[],14.0,15748.0,"['0', '23', '24', '25', '26', '29']","['', 1, 4, -1, 10, -14, -16, 14, -9, -42, 31, -63, 0, -1, -1, -11, -65, -21, -37, -3, 3, -24, -34, 0, -2, -4, -2, 9, 67, 52, -10, -42, 2, 18]",1,,"[29, 24, 25, 26, 5, 16, 18, 20, 22, 21]",10,94
